Date,Open,High,Low,Close,Adj Close,Volume,company_name,log_return,simple_return,target_return,target_price,return_lag1,return_lag2,return_lag3,return_lag5,return_lag10,ma7,price_to_ma7,ma21,price_to_ma21,ma50,price_to_ma50,ma200,price_to_ma200,ema12,ema26,volatility_20d,volatility_50d,hl_range,co_range,rsi_14,macd,macd_signal,macd_diff,bb_middle,bb_upper,bb_lower,bb_width,bb_position,volume_change,volume_ma20,volume_ratio,price_volume,pv_ratio,day_of_week,month,quarter,day_of_month,week_of_year,day_sin,day_cos,month_sin,month_cos,SPY_Close,spy_return,relative_return,market_corr_30d,rolling_beta
2010-10-19,9.290923118591309,11.053214073181152,11.20607089996338,10.71500015258789,10.83571434020996,1232784000,AAPL,-0.04847624687708089,-0.04732003183853284,0.018289192608750327,11.035714149475098,0.03524841425487021,0.018879896366566288,0.004951061044170434,0.002270526334641925,0.0014194790697743672,10.823214394705635,1.0011549198831762,10.458707536969866,1.0360471694908222,9.671821479797364,1.1203385383863578,8.787400012016297,1.2330967436776181,10.677204520085333,10.321988695672502,0.018023392095595957,0.01746420811754094,-0.014265685917448196,0.15327616167084385,63.230237546640346,0.3552158244128307,0.3182169062698408,0.036998918142989945,10.47475004196167,11.134525113224745,9.814974970698595,0.12597438003198694,0.7735510281990938,0.12787906578782193,655228280.0,1.8814572533407745,13358095267.181395,1.9338574142263227,1,10,4,19,42,0.9510565162951535,0.30901699437494745,-0.8660254037844386,0.5000000000000001,117.19000244140624,-0.004682215353089923,-0.043794031523990966,0.46214235987068397,1.0479279045536836
2010-10-20,9.32214641571045,11.090356826782228,11.223214149475098,10.959643363952637,11.035714149475098,721624400,AAPL,0.018289192608750327,0.018457464176862226,0.010815081771022752,11.15571403503418,-0.04847624687708089,0.03524841425487021,0.018879896366566288,0.016084751570339593,0.026558965135451505,10.89596939086914,1.0128253626265749,10.501462618509928,1.0508740115899184,9.70692861557007,1.1368904198773684,8.804257152080536,1.253452046986979,10.732359847683759,10.374857247806029,0.018232813168226784,0.017544290094013558,-0.012122412954590324,0.17565664335442563,65.39880786924718,0.3575025998777299,0.3260740449914187,0.031428554886311244,10.521696472167969,11.201546944918741,9.841845999417197,0.12922829974217845,0.87803730225217,-0.4146384119196874,662045020.0,1.089992943380195,7963640601.686478,1.1360089115010719,2,10,4,20,42,0.5877852522924732,-0.8090169943749473,-0.8660254037844386,0.5000000000000001,116.94000244140624,-0.0021355664784489534,0.02042475908719928,0.46038073211111685,1.067174680785822
2010-10-21,9.291827201843262,11.054286003112791,11.240714073181152,10.95714282989502,11.15571403503418,551460000,AAPL,0.010815081771022752,0.010873776171956173,-0.010588608221988004,11.038213729858398,0.018289192608750327,-0.04847624687708089,0.03524841425487021,0.004951061044170434,0.0025865337100674725,10.982448986598424,1.015776540245913,10.551887784685407,1.0572244761003944,9.747614307403564,1.144455831265413,8.821753578186035,1.264568765853927,10.797491261122286,10.432698491304409,0.018192164799184785,0.017314896516803964,-0.017014295876450425,0.1792236975437298,70.02292082645529,0.36479276981787656,0.33381778995671024,0.03097497986116632,10.568178606033324,11.288822535414823,9.847534676651826,0.13637996787262593,0.907646137743167,-0.2358074366664985,650312180.0,0.8479927286614869,6151930061.759949,0.8895414483944494,3,10,4,21,42,-0.587785252292473,-0.8090169943749475,-0.8660254037844386,0.5000000000000001,118.4000015258789,0.012407731712445386,-0.001592649941422634,0.43454692190263133,1.08189094712745
2010-10-22,9.230286598205566,10.981071472167969,11.072856903076172,10.939286231994627,11.038213729858398,372778000,AAPL,-0.010588608221988004,-0.010532746250645597,6.479604238412684e-05,11.038928985595703,0.010815081771022752,0.018289192608750327,-0.04847624687708089,0.018879896366566288,0.0047074782927847645,11.027703966413226,1.0009530327869864,10.590561230977377,1.0422690062516837,9.792171440124513,1.1272488229350324,8.839132146835327,1.2487893094584412,10.834525487081688,10.477551471938037,0.018095224167938732,0.016532479893227866,-0.008390440560898216,0.18515130766592908,71.39738944972272,0.3569740151436509,0.3384490349940984,0.018524980149552506,10.598482131958008,11.345527929453672,9.851436334462344,0.1409722237947769,0.7943136815537356,-0.32401624777862403,636476680.0,0.5856899580358546,4114803237.789154,0.6066519923600279,4,10,4,22,42,-0.9510565162951536,0.30901699437494723,-0.8660254037844386,0.5000000000000001,118.30999755859376,-0.0007604577074958069,-0.009828150514492196,0.4256139672289362,1.0869743048051046
2010-10-25,9.27140998840332,11.029999732971191,11.128570556640623,11.015713691711426,11.038928985595703,392462000,AAPL,6.479604238412684e-05,6.479814169302323e-05,-0.007208282763565791,10.959643363952637,-0.010588608221988004,0.010815081771022752,0.018289192608750327,0.03524841425487021,0.010333553537297669,11.06545911516462,0.9976024375226729,10.61945579165504,1.0395004416582525,9.833200016021728,1.1226181677998435,8.856773221492768,1.2463827072829967,10.865972179160767,10.519134991468235,0.018084593664632987,0.016392877654673788,-0.008948201308427219,0.18813791057561693,71.22706392744315,0.34683718769253247,0.34012666553378523,0.006710522158747234,10.625464296340942,11.396036266592402,9.854892326089482,0.1450425033222914,0.7682842779239917,0.05280354527359443,631958040.0,0.6210254085856712,4332360147.544861,0.6422161061427989,0,10,4,25,43,0.0,1.0,-0.8660254037844386,0.5000000000000001,119.13999938964844,0.006990989447663433,-0.0069261934052793055,0.4171854074320457,1.088771468613787
2010-10-26,9.24769687652588,11.001786231994627,11.062143325805664,10.916070938110352,10.959643363952637,392929600,AAPL,-0.007208282763565791,-0.007182365403973767,0.002538539165458979,10.987500190734863,6.479604238412684e-05,-0.010588608221988004,0.010815081771022752,-0.04847624687708089,0.002270526334641925,11.062551089695521,0.9906976496733434,10.641377585274833,1.0299083249445267,9.875550022125244,1.1097754899118109,8.873571438789368,1.2350881986529512,10.880383130667209,10.551765241281894,0.01807487035654973,0.016211118923655538,-0.005529195820844049,0.18040968295786483,64.78439866028793,0.3286178893853151,0.33782491030409123,-0.009207020918776121,10.65242862701416,11.430486337990029,9.874370916038291,0.14608081184467994,0.6974241323006467,0.0011914529304748456,599852400.0,0.6550438074432977,4306368283.140564,0.6705653313087856,1,10,4,26,43,0.9510565162951535,0.30901699437494745,-0.8660254037844386,0.5000000000000001,118.0999984741211,-0.008767556794474971,0.00155927403090918,0.4335518090749151,1.1411787889225427
2010-10-27,9.241095542907717,10.993928909301758,11.067856788635254,10.91428565979004,10.987500190734863,399002800,AAPL,0.002538539165458979,0.0025417639842051365,0.00097459451520426,10.998213768005373,-0.007208282763565791,6.479604238412684e-05,-0.010588608221988004,0.018289192608750327,0.016084751570339593,11.007346970694405,0.9981969515440567,10.668384415762764,1.029912286859536,9.916671447753906,1.1079826783233295,8.891153585910796,1.2357789216627642,10.896862678369926,10.584041904204337,0.017560840786662948,0.016191501474424764,-0.006773496831392101,0.1810597140905497,64.8024595677945,0.31282077416558884,0.3328240830763908,-0.02000330891080193,10.688892936706543,11.4574596708873,9.920326202525786,0.143806610980532,0.6942624112833982,0.015456203859419038,596320340.0,0.6691081508304748,4384043341.1037445,0.6849732359304729,2,10,4,27,43,0.5877852522924732,-0.8090169943749473,-0.8660254037844386,0.5000000000000001,117.88999938964844,-0.0017797291563497993,0.004318268321808778,0.4384292025679286,1.142842790115433
2010-10-28,9.163339614868164,10.901429176330566,11.0,10.746429443359377,10.998213768005373,551051200,AAPL,0.00097459451520426,0.0009750695867603021,-0.012153367195892517,10.865357398986816,0.002538539165458979,-0.007208282763565791,6.479604238412684e-05,0.010815081771022752,0.004951061044170434,11.030561174665179,0.9970674740706664,10.703622500101725,1.0275225763895213,9.956378574371337,1.1046399738470993,8.909025008678435,1.2345025137197194,10.912455153698456,10.614721301522932,0.01755690095818094,0.016181669920189056,-0.009172425519468163,0.1727634132344651,64.14633170541994,0.29773385217552395,0.32580603689621745,-0.028072184720693505,10.722732162475586,11.482725011717198,9.962739313233973,0.1417535825246522,0.6812396036388283,0.3810710100279997,590203320.0,0.9336633348656866,6060578894.715882,0.9535472977439693,3,10,4,28,43,-0.587785252292473,-0.8090169943749475,-0.8660254037844386,0.5000000000000001,119.05999755859376,0.00987556609282512,-0.00890097157762086,0.41700669537946583,1.1232637081520145
2010-10-29,9.035457611083984,10.749285697937012,10.924285888671877,10.745356559753418,10.865357398986816,430511200,AAPL,-0.012153367195892517,-0.01207981330614305,-0.006628784840335467,10.793571472167969,0.00097459451520426,0.002538539165458979,-0.007208282763565791,-0.010588608221988004,0.018879896366566288,11.006224496023995,0.9872011426726698,10.729523840404692,1.0126597937245463,9.99308572769165,1.0872875200978243,8.925832149982453,1.2172934933588435,10.905209345281282,10.633286938372109,0.01765178798396762,0.016339841647516715,-0.01628612226701958,0.1892432040820893,58.16835369721706,0.271922406909173,0.3150293108988086,-0.04310690398963557,10.75501790046692,11.479033585646613,10.031002215287225,0.13463774619068955,0.576199660296387,-0.21874555395215545,589321740.0,0.7305198006101048,4677658052.266693,0.7353982625223813,4,10,4,29,43,-0.9510565162951536,0.30901699437494723,-0.8660254037844386,0.5000000000000001,118.27999877929688,-0.006572862555740155,-0.0055805046401523626,0.44698720391968666,1.1300501748375156
2010-11-01,9.13151741027832,10.863571166992188,10.91428565979004,10.79285717010498,10.793571472167969,423889200,AAPL,-0.006628784840335467,-0.006606862911434641,0.015692526988185986,10.964285850524902,-0.012153367195892517,0.00097459451520426,0.002538539165458979,6.479604238412684e-05,0.03524841425487021,10.954489844185966,0.9853102815095124,10.756853784833636,1.0034134225554039,10.030821437835693,1.0760406352619563,8.94213393688202,1.2070465001256194,10.888034287879234,10.645159866801432,0.01723696789940453,0.016215438073145242,-0.004698894092504705,0.18193468677579008,55.729436022507144,0.24287442107780244,0.30059833293460736,-0.05772391185680492,10.79183931350708,11.43702959158023,10.14664903543393,0.11957003052586761,0.5013423626484752,-0.015381713646474227,588751100.0,0.719980310864812,4575278376.480103,0.718188305783094,0,11,4,1,44,0.0,1.0,-0.5000000000000004,0.8660254037844384,119.06999969482422,0.006656868236265177,-0.013285653076600644,0.42097344678095605,1.1100807258388519
